design_cell,plant,sfr_period_s,sg_reserve,mechanism,severity,capability_change_time_policy,load_event_relation,load_shape,measurement_noise,communication,initial_soc_band,knowledge_split,scenario_id,episode_seed,factor_source,execution_status,status_reason
core_018,A,2,adequate,ramp_only,mild,uniform_20_120_s,no_incident,step,medium,random_dropout,low_0p25_0p40,final_known,core_018_seed_12,236887699,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_018,A,2,adequate,ramp_only,mild,uniform_20_120_s,no_incident,step,medium,random_dropout,low_0p25_0p40,final_known,core_018_seed_13,256203221,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_018,A,2,adequate,ramp_only,mild,uniform_20_120_s,no_incident,step,medium,random_dropout,low_0p25_0p40,final_known,core_018_seed_14,275604541,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_018,A,2,adequate,ramp_only,mild,uniform_20_120_s,no_incident,step,medium,random_dropout,low_0p25_0p40,final_known,core_018_seed_15,295075147,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_018,A,2,adequate,ramp_only,mild,uniform_20_120_s,no_incident,step,medium,random_dropout,low_0p25_0p40,final_known,core_018_seed_16,314606891,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_018,A,2,adequate,ramp_only,mild,uniform_20_120_s,no_incident,step,medium,random_dropout,low_0p25_0p40,final_known,core_018_seed_17,334214467,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_018,A,2,adequate,ramp_only,mild,uniform_20_120_s,no_incident,step,medium,random_dropout,low_0p25_0p40,final_known,core_018_seed_18,353868013,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_018,A,2,adequate,ramp_only,mild,uniform_20_120_s,no_incident,step,medium,random_dropout,low_0p25_0p40,final_known,core_018_seed_19,373587883,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_019,A,2,scarce,ramp_only,mild,uniform_20_120_s,after,ramp,high,jitter,mid_0p45_0p60,final_known,core_019_seed_00,15485863,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_019,A,2,scarce,ramp_only,mild,uniform_20_120_s,after,ramp,high,jitter,mid_0p45_0p60,final_known,core_019_seed_01,32452843,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_019,A,2,scarce,ramp_only,mild,uniform_20_120_s,after,ramp,high,jitter,mid_0p45_0p60,final_known,core_019_seed_02,49979687,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_019,A,2,scarce,ramp_only,mild,uniform_20_120_s,after,ramp,high,jitter,mid_0p45_0p60,final_known,core_019_seed_03,67867967,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_019,A,2,scarce,ramp_only,mild,uniform_20_120_s,after,ramp,high,jitter,mid_0p45_0p60,final_known,core_019_seed_04,86028121,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_019,A,2,scarce,ramp_only,mild,uniform_20_120_s,after,ramp,high,jitter,mid_0p45_0p60,final_known,core_019_seed_05,104395303,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_019,A,2,scarce,ramp_only,mild,uniform_20_120_s,after,ramp,high,jitter,mid_0p45_0p60,final_known,core_019_seed_06,122949823,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_019,A,2,scarce,ramp_only,mild,uniform_20_120_s,after,ramp,high,jitter,mid_0p45_0p60,final_known,core_019_seed_07,141650939,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_019,A,2,scarce,ramp_only,mild,uniform_20_120_s,after,ramp,high,jitter,mid_0p45_0p60,final_known,core_019_seed_08,160481183,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_019,A,2,scarce,ramp_only,mild,uniform_20_120_s,after,ramp,high,jitter,mid_0p45_0p60,final_known,core_019_seed_09,179424673,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_019,A,2,scarce,ramp_only,mild,uniform_20_120_s,after,ramp,high,jitter,mid_0p45_0p60,final_known,core_019_seed_10,198491317,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_019,A,2,scarce,ramp_only,mild,uniform_20_120_s,after,ramp,high,jitter,mid_0p45_0p60,final_known,core_019_seed_11,217645199,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_019,A,2,scarce,ramp_only,mild,uniform_20_120_s,after,ramp,high,jitter,mid_0p45_0p60,final_known,core_019_seed_12,236887699,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_019,A,2,scarce,ramp_only,mild,uniform_20_120_s,after,ramp,high,jitter,mid_0p45_0p60,final_known,core_019_seed_13,256203221,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_019,A,2,scarce,ramp_only,mild,uniform_20_120_s,after,ramp,high,jitter,mid_0p45_0p60,final_known,core_019_seed_14,275604541,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_019,A,2,scarce,ramp_only,mild,uniform_20_120_s,after,ramp,high,jitter,mid_0p45_0p60,final_known,core_019_seed_15,295075147,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_019,A,2,scarce,ramp_only,mild,uniform_20_120_s,after,ramp,high,jitter,mid_0p45_0p60,final_known,core_019_seed_16,314606891,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_019,A,2,scarce,ramp_only,mild,uniform_20_120_s,after,ramp,high,jitter,mid_0p45_0p60,final_known,core_019_seed_17,334214467,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_019,A,2,scarce,ramp_only,mild,uniform_20_120_s,after,ramp,high,jitter,mid_0p45_0p60,final_known,core_019_seed_18,353868013,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_019,A,2,scarce,ramp_only,mild,uniform_20_120_s,after,ramp,high,jitter,mid_0p45_0p60,final_known,core_019_seed_19,373587883,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_020,A,2,critical,ramp_only,mild,uniform_20_120_s,simultaneous,pulse,low,normal,high_0p65_0p80,final_known,core_020_seed_00,15485863,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_020,A,2,critical,ramp_only,mild,uniform_20_120_s,simultaneous,pulse,low,normal,high_0p65_0p80,final_known,core_020_seed_01,32452843,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_020,A,2,critical,ramp_only,mild,uniform_20_120_s,simultaneous,pulse,low,normal,high_0p65_0p80,final_known,core_020_seed_02,49979687,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_020,A,2,critical,ramp_only,mild,uniform_20_120_s,simultaneous,pulse,low,normal,high_0p65_0p80,final_known,core_020_seed_03,67867967,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_020,A,2,critical,ramp_only,mild,uniform_20_120_s,simultaneous,pulse,low,normal,high_0p65_0p80,final_known,core_020_seed_04,86028121,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_020,A,2,critical,ramp_only,mild,uniform_20_120_s,simultaneous,pulse,low,normal,high_0p65_0p80,final_known,core_020_seed_05,104395303,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_020,A,2,critical,ramp_only,mild,uniform_20_120_s,simultaneous,pulse,low,normal,high_0p65_0p80,final_known,core_020_seed_06,122949823,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_020,A,2,critical,ramp_only,mild,uniform_20_120_s,simultaneous,pulse,low,normal,high_0p65_0p80,final_known,core_020_seed_07,141650939,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_020,A,2,critical,ramp_only,mild,uniform_20_120_s,simultaneous,pulse,low,normal,high_0p65_0p80,final_known,core_020_seed_08,160481183,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_020,A,2,critical,ramp_only,mild,uniform_20_120_s,simultaneous,pulse,low,normal,high_0p65_0p80,final_known,core_020_seed_09,179424673,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_020,A,2,critical,ramp_only,mild,uniform_20_120_s,simultaneous,pulse,low,normal,high_0p65_0p80,final_known,core_020_seed_10,198491317,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_020,A,2,critical,ramp_only,mild,uniform_20_120_s,simultaneous,pulse,low,normal,high_0p65_0p80,final_known,core_020_seed_11,217645199,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_020,A,2,critical,ramp_only,mild,uniform_20_120_s,simultaneous,pulse,low,normal,high_0p65_0p80,final_known,core_020_seed_12,236887699,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_020,A,2,critical,ramp_only,mild,uniform_20_120_s,simultaneous,pulse,low,normal,high_0p65_0p80,final_known,core_020_seed_13,256203221,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_020,A,2,critical,ramp_only,mild,uniform_20_120_s,simultaneous,pulse,low,normal,high_0p65_0p80,final_known,core_020_seed_14,275604541,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_020,A,2,critical,ramp_only,mild,uniform_20_120_s,simultaneous,pulse,low,normal,high_0p65_0p80,final_known,core_020_seed_15,295075147,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_020,A,2,critical,ramp_only,mild,uniform_20_120_s,simultaneous,pulse,low,normal,high_0p65_0p80,final_known,core_020_seed_16,314606891,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_020,A,2,critical,ramp_only,mild,uniform_20_120_s,simultaneous,pulse,low,normal,high_0p65_0p80,final_known,core_020_seed_17,334214467,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_020,A,2,critical,ramp_only,mild,uniform_20_120_s,simultaneous,pulse,low,normal,high_0p65_0p80,final_known,core_020_seed_18,353868013,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_020,A,2,critical,ramp_only,mild,uniform_20_120_s,simultaneous,pulse,low,normal,high_0p65_0p80,final_known,core_020_seed_19,373587883,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_021,A,4,adequate,ramp_only,medium,uniform_20_120_s,before,stochastic_net_load,medium,random_dropout,low_0p25_0p40,final_known,core_021_seed_00,15485863,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_021,A,4,adequate,ramp_only,medium,uniform_20_120_s,before,stochastic_net_load,medium,random_dropout,low_0p25_0p40,final_known,core_021_seed_01,32452843,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_021,A,4,adequate,ramp_only,medium,uniform_20_120_s,before,stochastic_net_load,medium,random_dropout,low_0p25_0p40,final_known,core_021_seed_02,49979687,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_021,A,4,adequate,ramp_only,medium,uniform_20_120_s,before,stochastic_net_load,medium,random_dropout,low_0p25_0p40,final_known,core_021_seed_03,67867967,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_021,A,4,adequate,ramp_only,medium,uniform_20_120_s,before,stochastic_net_load,medium,random_dropout,low_0p25_0p40,final_known,core_021_seed_04,86028121,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_021,A,4,adequate,ramp_only,medium,uniform_20_120_s,before,stochastic_net_load,medium,random_dropout,low_0p25_0p40,final_known,core_021_seed_05,104395303,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_021,A,4,adequate,ramp_only,medium,uniform_20_120_s,before,stochastic_net_load,medium,random_dropout,low_0p25_0p40,final_known,core_021_seed_06,122949823,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_021,A,4,adequate,ramp_only,medium,uniform_20_120_s,before,stochastic_net_load,medium,random_dropout,low_0p25_0p40,final_known,core_021_seed_07,141650939,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_021,A,4,adequate,ramp_only,medium,uniform_20_120_s,before,stochastic_net_load,medium,random_dropout,low_0p25_0p40,final_known,core_021_seed_08,160481183,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_021,A,4,adequate,ramp_only,medium,uniform_20_120_s,before,stochastic_net_load,medium,random_dropout,low_0p25_0p40,final_known,core_021_seed_09,179424673,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_021,A,4,adequate,ramp_only,medium,uniform_20_120_s,before,stochastic_net_load,medium,random_dropout,low_0p25_0p40,final_known,core_021_seed_10,198491317,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_021,A,4,adequate,ramp_only,medium,uniform_20_120_s,before,stochastic_net_load,medium,random_dropout,low_0p25_0p40,final_known,core_021_seed_11,217645199,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_021,A,4,adequate,ramp_only,medium,uniform_20_120_s,before,stochastic_net_load,medium,random_dropout,low_0p25_0p40,final_known,core_021_seed_12,236887699,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_021,A,4,adequate,ramp_only,medium,uniform_20_120_s,before,stochastic_net_load,medium,random_dropout,low_0p25_0p40,final_known,core_021_seed_13,256203221,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_021,A,4,adequate,ramp_only,medium,uniform_20_120_s,before,stochastic_net_load,medium,random_dropout,low_0p25_0p40,final_known,core_021_seed_14,275604541,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_021,A,4,adequate,ramp_only,medium,uniform_20_120_s,before,stochastic_net_load,medium,random_dropout,low_0p25_0p40,final_known,core_021_seed_15,295075147,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_021,A,4,adequate,ramp_only,medium,uniform_20_120_s,before,stochastic_net_load,medium,random_dropout,low_0p25_0p40,final_known,core_021_seed_16,314606891,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_021,A,4,adequate,ramp_only,medium,uniform_20_120_s,before,stochastic_net_load,medium,random_dropout,low_0p25_0p40,final_known,core_021_seed_17,334214467,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_021,A,4,adequate,ramp_only,medium,uniform_20_120_s,before,stochastic_net_load,medium,random_dropout,low_0p25_0p40,final_known,core_021_seed_18,353868013,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_021,A,4,adequate,ramp_only,medium,uniform_20_120_s,before,stochastic_net_load,medium,random_dropout,low_0p25_0p40,final_known,core_021_seed_19,373587883,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_022,A,4,scarce,ramp_only,medium,uniform_20_120_s,no_incident,step,high,jitter,mid_0p45_0p60,final_known,core_022_seed_00,15485863,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_022,A,4,scarce,ramp_only,medium,uniform_20_120_s,no_incident,step,high,jitter,mid_0p45_0p60,final_known,core_022_seed_01,32452843,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_022,A,4,scarce,ramp_only,medium,uniform_20_120_s,no_incident,step,high,jitter,mid_0p45_0p60,final_known,core_022_seed_02,49979687,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_022,A,4,scarce,ramp_only,medium,uniform_20_120_s,no_incident,step,high,jitter,mid_0p45_0p60,final_known,core_022_seed_03,67867967,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_022,A,4,scarce,ramp_only,medium,uniform_20_120_s,no_incident,step,high,jitter,mid_0p45_0p60,final_known,core_022_seed_04,86028121,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_022,A,4,scarce,ramp_only,medium,uniform_20_120_s,no_incident,step,high,jitter,mid_0p45_0p60,final_known,core_022_seed_05,104395303,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_022,A,4,scarce,ramp_only,medium,uniform_20_120_s,no_incident,step,high,jitter,mid_0p45_0p60,final_known,core_022_seed_06,122949823,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_022,A,4,scarce,ramp_only,medium,uniform_20_120_s,no_incident,step,high,jitter,mid_0p45_0p60,final_known,core_022_seed_07,141650939,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_022,A,4,scarce,ramp_only,medium,uniform_20_120_s,no_incident,step,high,jitter,mid_0p45_0p60,final_known,core_022_seed_08,160481183,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_022,A,4,scarce,ramp_only,medium,uniform_20_120_s,no_incident,step,high,jitter,mid_0p45_0p60,final_known,core_022_seed_09,179424673,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_022,A,4,scarce,ramp_only,medium,uniform_20_120_s,no_incident,step,high,jitter,mid_0p45_0p60,final_known,core_022_seed_10,198491317,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_022,A,4,scarce,ramp_only,medium,uniform_20_120_s,no_incident,step,high,jitter,mid_0p45_0p60,final_known,core_022_seed_11,217645199,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_022,A,4,scarce,ramp_only,medium,uniform_20_120_s,no_incident,step,high,jitter,mid_0p45_0p60,final_known,core_022_seed_12,236887699,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_022,A,4,scarce,ramp_only,medium,uniform_20_120_s,no_incident,step,high,jitter,mid_0p45_0p60,final_known,core_022_seed_13,256203221,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_022,A,4,scarce,ramp_only,medium,uniform_20_120_s,no_incident,step,high,jitter,mid_0p45_0p60,final_known,core_022_seed_14,275604541,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_022,A,4,scarce,ramp_only,medium,uniform_20_120_s,no_incident,step,high,jitter,mid_0p45_0p60,final_known,core_022_seed_15,295075147,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_022,A,4,scarce,ramp_only,medium,uniform_20_120_s,no_incident,step,high,jitter,mid_0p45_0p60,final_known,core_022_seed_16,314606891,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_022,A,4,scarce,ramp_only,medium,uniform_20_120_s,no_incident,step,high,jitter,mid_0p45_0p60,final_known,core_022_seed_17,334214467,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_022,A,4,scarce,ramp_only,medium,uniform_20_120_s,no_incident,step,high,jitter,mid_0p45_0p60,final_known,core_022_seed_18,353868013,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_022,A,4,scarce,ramp_only,medium,uniform_20_120_s,no_incident,step,high,jitter,mid_0p45_0p60,final_known,core_022_seed_19,373587883,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_023,A,4,critical,ramp_only,medium,uniform_20_120_s,after,ramp,low,normal,high_0p65_0p80,final_known,core_023_seed_00,15485863,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_023,A,4,critical,ramp_only,medium,uniform_20_120_s,after,ramp,low,normal,high_0p65_0p80,final_known,core_023_seed_01,32452843,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_023,A,4,critical,ramp_only,medium,uniform_20_120_s,after,ramp,low,normal,high_0p65_0p80,final_known,core_023_seed_02,49979687,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_023,A,4,critical,ramp_only,medium,uniform_20_120_s,after,ramp,low,normal,high_0p65_0p80,final_known,core_023_seed_03,67867967,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_023,A,4,critical,ramp_only,medium,uniform_20_120_s,after,ramp,low,normal,high_0p65_0p80,final_known,core_023_seed_04,86028121,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_023,A,4,critical,ramp_only,medium,uniform_20_120_s,after,ramp,low,normal,high_0p65_0p80,final_known,core_023_seed_05,104395303,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_023,A,4,critical,ramp_only,medium,uniform_20_120_s,after,ramp,low,normal,high_0p65_0p80,final_known,core_023_seed_06,122949823,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_023,A,4,critical,ramp_only,medium,uniform_20_120_s,after,ramp,low,normal,high_0p65_0p80,final_known,core_023_seed_07,141650939,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_023,A,4,critical,ramp_only,medium,uniform_20_120_s,after,ramp,low,normal,high_0p65_0p80,final_known,core_023_seed_08,160481183,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_023,A,4,critical,ramp_only,medium,uniform_20_120_s,after,ramp,low,normal,high_0p65_0p80,final_known,core_023_seed_09,179424673,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_023,A,4,critical,ramp_only,medium,uniform_20_120_s,after,ramp,low,normal,high_0p65_0p80,final_known,core_023_seed_10,198491317,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_023,A,4,critical,ramp_only,medium,uniform_20_120_s,after,ramp,low,normal,high_0p65_0p80,final_known,core_023_seed_11,217645199,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_023,A,4,critical,ramp_only,medium,uniform_20_120_s,after,ramp,low,normal,high_0p65_0p80,final_known,core_023_seed_12,236887699,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_023,A,4,critical,ramp_only,medium,uniform_20_120_s,after,ramp,low,normal,high_0p65_0p80,final_known,core_023_seed_13,256203221,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
core_023,A,4,critical,ramp_only,medium,uniform_20_120_s,after,ramp,low,normal,high_0p65_0p80,final_known,core_023_seed_14,275604541,explicit_locked_manifest,not_evaluated,not_evaluated_due_to_H2_PASSIVE_CAPABILITY_SET_NOT_SUPPORTED
