scenario_id,plant,load_seed,solver_seed,mechanism,sg_tension,sg_reserve_pu,sfr_period_s,load_timing,disturbance_area,disturbance_sign,disturbance_magnitude_pu,capability_change_time_s,measurement_noise_std_hz,communication_jitter_s,dropout_probability,initial_soc_1,initial_soc_2,known_ood,phase_0,phase_1,phase_2,phase_3,Tcrit_s,source_scenario_id
E5_A2_availability_adequate_07,A,7,20007,availability,adequate,0.1,2.0,continuous,1,-1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,5.069403706606818,4.083432437426668,4.454187942403742,2.80563108264215,,A2_availability_adequate_07
E5_A2_availability_critical_08,A,8,20008,availability,critical,0.025,2.0,before,0,1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,0.0892222225905461,1.3742892331565415,3.5274159212235823,4.3177444692799645,,A2_availability_critical_08
E5_A2_availability_adequate_09,A,9,20009,availability,adequate,0.1,2.0,no_load,1,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,1.707264451778559,4.8677102575785085,4.949610813048073,4.121423963539562,,A2_availability_adequate_09
E5_A2_availability_adequate_10,A,10,20010,availability,adequate,0.1,2.0,before,0,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,4.848688751348613,0.8516387483353197,3.770773968560176,1.6571538990876036,20.0,A2_availability_adequate_10
E5_A2_availability_critical_11,A,11,20011,availability,critical,0.025,2.0,simultaneous,0,-1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,0.6941699939339903,4.816581895600333,4.2130540293517305,1.984996613289295,30.0,A2_availability_critical_11
E5_A2_availability_critical_12,A,12,20012,availability,critical,0.025,2.0,simultaneous,0,-1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,3.849788027701712,5.089587988501984,1.3836517917797688,3.099624289221269,28.0,A2_availability_critical_12
E5_A2_availability_scarce_13,A,13,20013,availability,scarce,0.05,2.0,no_load,0,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,1.3077461735338984,4.707671095438954,2.302652258917901,2.2423663216482788,,A2_availability_scarce_13
E5_A2_availability_adequate_14,A,14,20014,availability,adequate,0.1,2.0,before,1,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,1.9810344050616693,5.866683849919213,3.161285341120411,0.0769080164563446,20.0,A2_availability_adequate_14
E5_A2_availability_scarce_15,A,15,20015,availability,scarce,0.05,2.0,before,0,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,3.540524828607886,5.84445678433308,0.6690234097959451,3.9704455807639607,,A2_availability_scarce_15
E5_A2_availability_critical_16,A,16,20016,availability,critical,0.025,2.0,after,0,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,3.214847544468677,1.4937278644054806,3.1632121816596697,5.282714391807827,32.0,A2_availability_critical_16
E5_A2_availability_critical_17,A,17,20017,availability,critical,0.025,2.0,simultaneous,1,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,1.9425225773434829,5.5009896914039365,4.198844234693684,6.002332556663513,24.0,A2_availability_critical_17
E5_A2_availability_critical_18,A,18,20018,availability,critical,0.025,2.0,after,1,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,6.102534887096325,4.2379067584351136,0.7643769644187275,0.6549876177994183,32.0,A2_availability_critical_18
E5_A2_availability_adequate_19,A,19,20019,availability,adequate,0.1,2.0,after,1,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,3.1030877496665363,3.721608014001741,1.3466692161994411,4.568870826434877,32.0,A2_availability_adequate_19
E5_A2_delay_critical_00,A,0,20000,delay,critical,0.025,2.0,after,1,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,3.6503856141937367,2.3505026053777085,1.0111781706056029,1.290773626992894,36.0,A2_delay_critical_00
E5_A2_delay_adequate_01,A,1,20001,delay,adequate,0.1,2.0,no_load,1,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,1.8348950413141405,1.5751825700625746,0.2889096211795606,6.282795910846716,,A2_delay_adequate_01
E5_A2_delay_scarce_02,A,2,20002,delay,scarce,0.05,2.0,continuous,0,-1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,2.7903741600984118,0.4716181690340666,6.143819062078719,5.087429071970722,,A2_delay_scarce_02
E5_A2_delay_adequate_03,A,3,20003,delay,adequate,0.1,2.0,before,1,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,5.179177863891566,4.222229700740701,2.161770224645475,4.98741323637544,20.0,A2_delay_adequate_03
E5_A2_delay_scarce_04,A,4,20004,delay,scarce,0.05,2.0,no_load,0,-1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,1.9192153563796752,2.402795983081756,2.217304872468997,2.8241158389096825,,A2_delay_scarce_04
E5_A2_delay_scarce_05,A,5,20005,delay,scarce,0.05,2.0,after,1,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,0.139615264649727,3.8135206316823687,0.5881483844485375,5.9305544412682325,38.0,A2_delay_scarce_05
E5_A2_delay_adequate_06,A,6,20006,delay,adequate,0.1,2.0,no_load,0,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,5.542468287365966,1.2071195046971204,1.6838690350907342,4.703206676754102,,A2_delay_adequate_06
E5_A2_delay_critical_07,A,7,20007,delay,critical,0.025,2.0,before,1,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,0.8735809035716262,1.4582008204792178,4.654570687059441,5.3136602229160665,20.0,A2_delay_critical_07
E5_A2_delay_critical_08,A,8,20008,delay,critical,0.025,2.0,simultaneous,1,-1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,2.774525892201015,4.706748938216676,4.92670015413176,5.084045273400788,26.0,A2_delay_critical_08
E5_A2_delay_scarce_09,A,9,20009,delay,scarce,0.05,2.0,before,1,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,0.9142454916449322,0.540291456416249,4.451309808394123,1.0350540364562617,20.0,A2_delay_scarce_09
E5_A2_delay_critical_10,A,10,20010,delay,critical,0.025,2.0,after,1,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,4.061605701044639,6.103141615249178,6.158806699902949,2.754388447968792,38.0,A2_delay_critical_10
E5_A2_delay_critical_11,A,11,20011,delay,critical,0.025,2.0,before,0,1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,2.627002880451057,1.2679971098760392,1.6507839257275605,1.8999645675524492,84.0,A2_delay_critical_11
E5_A2_delay_critical_12,A,12,20012,delay,critical,0.025,2.0,continuous,1,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,5.033933290884357,2.668223255284544,6.169236927118481,3.7434557049933455,,A2_delay_critical_12
E5_A2_delay_scarce_13,A,13,20013,delay,scarce,0.05,2.0,continuous,0,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,0.4965528607296876,4.289977579858349,4.893046675360175,2.154782126252365,,A2_delay_scarce_13
E5_A2_delay_scarce_14,A,14,20014,delay,scarce,0.05,2.0,simultaneous,1,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,5.701346478994522,0.8173303944195095,5.241272814603046,0.8234813075221018,26.0,A2_delay_scarce_14
E5_A2_delay_adequate_15,A,15,20015,delay,adequate,0.1,2.0,simultaneous,0,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,2.5988955703203453,3.586858136429178,3.6312634782548265,4.666398308288253,32.0,A2_delay_adequate_15
E5_A2_delay_scarce_16,A,16,20016,delay,scarce,0.05,2.0,continuous,0,-1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,4.467056815027866,3.983208506814859,3.4707071685586297,2.802062397450566,,A2_delay_scarce_16
E5_A2_delay_adequate_17,A,17,20017,delay,adequate,0.1,2.0,simultaneous,0,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,3.408097141491369,4.5321216096144825,0.8563901645464647,1.8398474351609853,32.0,A2_delay_adequate_17
E5_A2_delay_adequate_18,A,18,20018,delay,adequate,0.1,2.0,no_load,0,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,5.931437804407688,0.4870931067333586,3.589957651450004,1.6637913280909362,,A2_delay_adequate_18
E5_A2_delay_adequate_19,A,19,20019,delay,adequate,0.1,2.0,after,0,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,2.348963543567549,5.502728791920656,1.6706652052633395,2.85580217785388,32.0,A2_delay_adequate_19
E5_A2_energy_critical_00,A,0,20000,energy,critical,0.025,2.0,before,1,1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,5.654324728599396,0.2968619529210103,1.962371781987564,6.079175524802575,20.0,A2_energy_critical_00
E5_A2_energy_critical_01,A,1,20001,energy,critical,0.025,2.0,after,0,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,0.3143449913794904,4.250265557735472,1.0874046427348325,0.1198109080420593,56.0,A2_energy_critical_01
E5_A2_energy_adequate_02,A,2,20002,energy,adequate,0.1,2.0,simultaneous,1,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,3.100656813362398,2.63679571522958,2.6268746183945955,0.5102702203447366,24.0,A2_energy_adequate_02
E5_A2_energy_scarce_03,A,3,20003,energy,scarce,0.05,2.0,continuous,0,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,1.3372054840799372,3.892633741528989,4.942190951657816,1.055825137090476,,A2_energy_scarce_03
E5_A2_energy_scarce_04,A,4,20004,energy,scarce,0.05,2.0,before,1,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,2.5662924221442616,5.976679377392405,2.1067975126061644,2.9157551546458467,22.0,A2_energy_scarce_04
E5_A2_energy_adequate_05,A,5,20005,energy,adequate,0.1,2.0,before,1,1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,3.964164234972471,1.0442062828633203,2.660403290910782,1.8736588110334051,20.0,A2_energy_adequate_05
E5_A2_energy_adequate_06,A,6,20006,energy,adequate,0.1,2.0,continuous,1,-1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,4.2952188862374685,1.8095749245552055,4.065494327946373,1.0929679500089169,,A2_energy_adequate_06
E5_A2_energy_critical_07,A,7,20007,energy,critical,0.025,2.0,after,0,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,5.175419272726278,2.9413889950326912,5.266239749250509,0.7242432226290927,54.0,A2_energy_critical_07
E5_A2_energy_adequate_08,A,8,20008,energy,adequate,0.1,2.0,no_load,1,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,0.6621586161098073,2.6147822035574992,3.904996040666384,0.9536009255099094,,A2_energy_adequate_08
E5_A2_energy_critical_09,A,9,20009,energy,critical,0.025,2.0,before,1,-1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,3.1593426996570546,2.47696132433748,2.9304464407513047,3.2514965639730184,20.0,A2_energy_critical_09
E5_A2_energy_scarce_10,A,10,20010,energy,scarce,0.05,2.0,continuous,0,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,3.044926355090215,0.4263635513246671,5.138551256815425,3.069639993353847,,A2_energy_scarce_10
E5_A2_energy_critical_11,A,11,20011,energy,critical,0.025,2.0,simultaneous,1,-1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,2.2595582990164838,1.429679321843706,0.8479301503144474,1.2839152812876529,24.0,A2_energy_critical_11
E5_A2_energy_adequate_12,A,12,20012,energy,adequate,0.1,2.0,continuous,1,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,0.3722338635385445,1.3489203979512956,0.0240584467814955,4.608712188925229,,A2_energy_adequate_12
E5_A2_energy_scarce_13,A,13,20013,energy,scarce,0.05,2.0,after,0,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,3.3865239784502226,4.351868672619546,3.86806299194732,1.009417968215435,32.0,A2_energy_scarce_13
E5_A2_energy_scarce_14,A,14,20014,energy,scarce,0.05,2.0,no_load,0,-1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,3.1778103174558,4.753593561398207,3.0800922554664534,2.897367246005563,,A2_energy_scarce_14
E5_A2_energy_adequate_15,A,15,20015,energy,adequate,0.1,2.0,after,0,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,3.327002821089872,5.195082730623894,5.9552015541448,1.533766241464945,38.0,A2_energy_adequate_15
E5_A2_energy_critical_16,A,16,20016,energy,critical,0.025,2.0,simultaneous,0,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,2.0284694411091904,3.0461979554140703,4.128522543908009,2.924858149886016,32.0,A2_energy_critical_16
E5_A2_energy_scarce_17,A,17,20017,energy,scarce,0.05,2.0,no_load,0,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,5.310607012615747,3.199576275316409,5.144075624575257,5.940354625119824,,A2_energy_scarce_17
E5_A2_energy_adequate_18,A,18,20018,energy,adequate,0.1,2.0,simultaneous,1,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,3.239393403384316,4.223804588304195,1.2508726510817418,4.740442719602018,24.0,A2_energy_adequate_18
E5_A2_energy_scarce_19,A,19,20019,energy,scarce,0.05,2.0,no_load,0,-1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,3.263415901766946,0.2440622478646527,1.2570025074836673,3.7732143803510856,,A2_energy_scarce_19
E5_A2_headroom_critical_00,A,0,20000,headroom,critical,0.025,2.0,simultaneous,0,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,2.7885132250074167,4.27588086181979,1.702195029447878,5.4792483464146455,32.0,A2_headroom_critical_00
E5_A2_headroom_adequate_01,A,1,20001,headroom,adequate,0.1,2.0,after,0,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,6.039285012287858,0.3665257122490086,3.914113221277298,4.706417690232403,36.0,A2_headroom_adequate_01
E5_A2_headroom_scarce_02,A,2,20002,headroom,scarce,0.05,2.0,after,0,-1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,3.3001369151649267,2.332381742878923,2.098538309748456,0.4221997471157745,32.0,A2_headroom_scarce_02
E5_A2_headroom_scarce_03,A,3,20003,headroom,scarce,0.05,2.0,no_load,0,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,5.841769035242476,0.4925296054922753,2.404690612235637,4.926636350390404,,A2_headroom_scarce_03
E5_A2_headroom_adequate_04,A,4,20004,headroom,adequate,0.1,2.0,before,1,-1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,3.25931171812468,3.080745260446996,6.205962450187072,1.617916465870512,20.0,A2_headroom_adequate_04
E5_A2_headroom_adequate_05,A,5,20005,headroom,adequate,0.1,2.0,continuous,0,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,5.406157108490761,4.847780230212062,0.2639701693775991,2.533608502758232,,A2_headroom_adequate_05
E5_A2_headroom_adequate_06,A,6,20006,headroom,adequate,0.1,2.0,simultaneous,1,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,6.14638842218026,2.166540425174387,3.68331316150676,2.691870090115127,24.0,A2_headroom_adequate_06
E5_A2_headroom_critical_07,A,7,20007,headroom,critical,0.025,2.0,simultaneous,1,-1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,3.8049399291759234,5.0766374109000685,2.892618578435743,5.625054116967437,24.0,A2_headroom_critical_07
E5_A2_headroom_scarce_08,A,8,20008,headroom,scarce,0.05,2.0,no_load,0,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,5.666368991907489,2.8439931435410664,0.2493524769794551,4.5517397601734135,,A2_headroom_scarce_08
E5_A2_headroom_critical_09,A,9,20009,headroom,critical,0.025,2.0,after,0,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,0.2986895734777777,2.2178027981296133,5.210993390851752,4.503804335046509,62.0,A2_headroom_critical_09
E5_A2_headroom_scarce_10,A,10,20010,headroom,scarce,0.05,2.0,no_load,1,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,0.9390288050021728,2.9008258525214243,2.643972303056896,0.3109424191536864,,A2_headroom_scarce_10
E5_A2_headroom_scarce_11,A,11,20011,headroom,scarce,0.05,2.0,no_load,0,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,0.8099489305567361,2.1879603090670403,2.599625852177841,0.0368120956675234,,A2_headroom_scarce_11
E5_A2_headroom_critical_12,A,12,20012,headroom,critical,0.025,2.0,simultaneous,1,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,0.5245316676102701,3.020606836685688,4.1460358018118,3.850007659835078,24.0,A2_headroom_critical_12
E5_A2_headroom_adequate_13,A,13,20013,headroom,adequate,0.1,2.0,before,0,-1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,3.4642186551663743,0.7325379357828148,5.307016260628394,4.840326485802642,20.0,A2_headroom_adequate_13
E5_A2_headroom_critical_14,A,14,20014,headroom,critical,0.025,2.0,after,1,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,1.977709892642279,4.869520758656812,5.666016632295719,3.4068033575888244,32.0,A2_headroom_critical_14
E5_A2_headroom_scarce_15,A,15,20015,headroom,scarce,0.05,2.0,continuous,1,1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,2.0711347371000066,4.732570479990319,6.078680837633193,4.0345434752288245,,A2_headroom_scarce_15
E5_A2_headroom_scarce_16,A,16,20016,headroom,scarce,0.05,2.0,continuous,1,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,1.2546597739748546,4.00063169952404,3.589802959697522,0.2432790255331692,,A2_headroom_scarce_16
E5_A2_headroom_adequate_17,A,17,20017,headroom,adequate,0.1,2.0,before,1,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,5.851363481679679,2.230109458496672,4.173873318292816,2.509435983098931,20.0,A2_headroom_adequate_17
E5_A2_headroom_adequate_18,A,18,20018,headroom,adequate,0.1,2.0,continuous,1,1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,4.613455999743754,2.7745263660912824,2.7983701648681825,2.838028966057213,,A2_headroom_adequate_18
E5_A2_headroom_critical_19,A,19,20019,headroom,critical,0.025,2.0,before,0,-1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,2.1123593698535568,5.260460703792046,4.0173950374232446,4.2755966082096615,20.0,A2_headroom_critical_19
E5_A2_ramp_critical_00,A,0,20000,ramp,critical,0.025,2.0,simultaneous,0,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,3.195514057956185,1.8474316162031283,2.6434817243951234,3.591173689985669,34.0,A2_ramp_critical_00
E5_A2_ramp_critical_01,A,1,20001,ramp,critical,0.025,2.0,before,1,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,5.896563029743332,1.094182688344753,0.100680061920457,3.528877551884368,20.0,A2_ramp_critical_01
E5_A2_ramp_critical_02,A,2,20002,ramp,critical,0.025,2.0,after,1,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,0.8291110201932104,2.573845332231508,2.1943483886176485,5.885679348680945,32.0,A2_ramp_critical_02
E5_A2_ramp_scarce_03,A,3,20003,ramp,scarce,0.05,2.0,no_load,0,-1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,1.8751051105737004,4.694469051122756,5.440254133906816,2.427750383004585,,A2_ramp_scarce_03
E5_A2_ramp_critical_04,A,4,20004,ramp,critical,0.025,2.0,simultaneous,0,1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,6.049852186867355,0.8389410818723674,3.1951971455677945,3.751647362505764,,A2_ramp_critical_04
E5_A2_ramp_adequate_05,A,5,20005,ramp,adequate,0.1,2.0,after,1,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,5.66641890073885,1.4586946123358604,4.166663494113875,2.585642258554455,32.0,A2_ramp_adequate_05
E5_A2_ramp_scarce_06,A,6,20006,ramp,scarce,0.05,2.0,simultaneous,1,-1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,2.8372547043237413,0.9632650630353744,2.696348267167905,3.6781509396059913,24.0,A2_ramp_scarce_06
E5_A2_ramp_critical_07,A,7,20007,ramp,critical,0.025,2.0,continuous,0,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,1.0760973262457298,3.09388309876644,5.411607055077674,0.3183822412442053,,A2_ramp_critical_07
E5_A2_ramp_adequate_08,A,8,20008,ramp,adequate,0.1,2.0,no_load,0,1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,3.3062829027902536,1.4145713259499717,4.24723935399448,3.8758757316825454,,A2_ramp_adequate_08
E5_A2_ramp_scarce_09,A,9,20009,ramp,scarce,0.05,2.0,continuous,0,1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,6.102076805882213,1.7717536793811952,3.848323067292108,5.553176196798943,,A2_ramp_scarce_09
E5_A2_ramp_critical_10,A,10,20010,ramp,critical,0.025,2.0,simultaneous,1,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,0.0701414209860527,3.4255116577804863,3.692307781244671,0.5943198899797583,26.0,A2_ramp_critical_10
E5_A2_ramp_scarce_11,A,11,20011,ramp,scarce,0.05,2.0,before,1,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,0.9390854506938208,1.1599788127571111,4.23349731632372,3.706146755844744,22.0,A2_ramp_scarce_11
E5_A2_ramp_scarce_12,A,12,20012,ramp,scarce,0.05,2.0,no_load,0,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,4.413188041860564,1.954068165059102,2.754371472238148,5.102128427248524,,A2_ramp_scarce_12
E5_A2_ramp_scarce_13,A,13,20013,ramp,scarce,0.05,2.0,continuous,0,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,5.582154810693019,3.941962607125306,4.406452447978983,0.9066150246817866,,A2_ramp_scarce_13
E5_A2_ramp_adequate_14,A,14,20014,ramp,adequate,0.1,2.0,after,1,-1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,5.086476803415818,4.860051441572517,3.0489684709148723,0.7821201965812516,32.0,A2_ramp_adequate_14
E5_A2_ramp_adequate_15,A,15,20015,ramp,adequate,0.1,2.0,no_load,0,-1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,6.267760690542311,1.6658954617236992,4.395516187287706,0.5146571548286346,,A2_ramp_adequate_15
E5_A2_ramp_adequate_16,A,16,20016,ramp,adequate,0.1,2.0,continuous,1,-1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,6.028409629703788,4.986996902846954,4.670019879118524,3.766503240118861,,A2_ramp_adequate_16
E5_A2_ramp_adequate_17,A,17,20017,ramp,adequate,0.1,2.0,before,1,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,2.3738346493133973,0.964470013686372,1.6989638849958215,3.090282326969421,20.0,A2_ramp_adequate_17
E5_A2_ramp_adequate_18,A,18,20018,ramp,adequate,0.1,2.0,before,1,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,2.274290846730468,4.921613235402416,6.032499867470545,0.0868200597988909,20.0,A2_ramp_adequate_18
E5_A2_ramp_scarce_19,A,19,20019,ramp,scarce,0.05,2.0,after,0,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known_2s_sensitivity,4.945712357307701,1.2495187563245993,2.131891475928334,5.881236371511578,32.0,A2_ramp_scarce_19
