dataset_kind,scenario_id,split,seed,plant,mechanism,sg_tension,period_s,duration_s,magnitude_class,timing_relation,load_area,load_sign,condition,capability_change_time_s,load_event_time_s,second_capability_change_time_s,initial_soc,frequency_noise_std_hz,control_jitter_s,dropout_probability,nominal_warmup_s,factor_assignment,contract_violation,operating_point,profile_provenance
plant_a_primary,C2-F-A-087,confirmatory_final,144,A_full_nonlinear,delay_increase,low,2.0,300.0,bridge,before,area0,1,OOD,130.07618232659064,109.76814926319356,212.07618232659064,0.35,0.0,0.01,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-088,confirmatory_final,150,A_full_nonlinear,delay_increase,low,2.0,300.0,sustainable,before,area1,1,OOD,122.65978419321617,108.24948079634669,,0.5,0.0002,0.02,0.002,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-089,confirmatory_final,156,A_full_nonlinear,delay_increase,low,2.0,300.0,sustainable,before,area0,1,known,105.52120311377614,86.88413158817639,,0.5,0.0,0.0,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-090,confirmatory_final,103,A_full_nonlinear,delay_increase,low,4.0,300.0,bridge,before,area1,1,known,130.28897412510705,111.96395066755775,,0.5,0.0002,0.01,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-091,confirmatory_final,109,A_full_nonlinear,delay_increase,low,4.0,300.0,sustainable,after,area0,1,known,112.80958385418295,127.80329696875518,,0.65,0.0002,0.0,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-092,confirmatory_final,115,A_full_nonlinear,delay_increase,low,4.0,300.0,infeasible,before,area1,1,OOD,103.07649647266922,90.97370230007368,,0.5,0.0002,0.01,0.002,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-093,confirmatory_final,121,A_full_nonlinear,delay_increase,low,4.0,300.0,sustainable,after,area0,-1,known,101.16797807555845,122.4832069439645,,0.35,0.0001,0.01,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-094,confirmatory_final,127,A_full_nonlinear,delay_increase,low,4.0,300.0,bridge,simultaneous,area0,-1,OOD,131.28853459939063,131.28853459939063,,0.35,0.0001,0.0,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-095,confirmatory_final,133,A_full_nonlinear,delay_increase,low,4.0,300.0,bridge,simultaneous,both,1,known,109.37493805048277,109.37493805048277,191.37493805048277,0.65,0.0,0.02,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-096,confirmatory_final,139,A_full_nonlinear,delay_increase,low,4.0,300.0,infeasible,before,area0,1,OOD,126.0060751896918,108.26451581559107,,0.35,0.0,0.02,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-097,confirmatory_final,145,A_full_nonlinear,delay_increase,low,4.0,300.0,sustainable,simultaneous,both,1,OOD,106.39478194593548,106.39478194593548,188.39478194593548,0.5,0.0001,0.0,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-098,confirmatory_final,151,A_full_nonlinear,delay_increase,low,4.0,300.0,sustainable,before,both,-1,known,103.44054654805734,88.05577679415782,,0.5,0.0,0.0,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-099,confirmatory_final,157,A_full_nonlinear,delay_increase,low,4.0,300.0,sustainable,after,area1,1,OOD,116.21309426123581,131.06193718816257,,0.65,0.0,0.02,0.002,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-100,confirmatory_final,104,A_full_nonlinear,delay_increase,high,2.0,300.0,bridge,before,both,1,known,129.94012905868152,113.67152853654335,,0.65,0.0002,0.02,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-101,confirmatory_final,110,A_full_nonlinear,delay_increase,high,2.0,300.0,bridge,after,area0,1,known,105.28327789361641,118.21600154992768,,0.35,0.0,0.0,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-102,confirmatory_final,116,A_full_nonlinear,delay_increase,high,2.0,300.0,sustainable,after,both,-1,OOD,130.82156257015998,147.67976934280736,212.82156257015998,0.5,0.0001,0.02,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-103,confirmatory_final,122,A_full_nonlinear,delay_increase,high,2.0,300.0,sustainable,simultaneous,area0,-1,OOD,119.8366879899606,119.8366879899606,,0.5,0.0002,0.0,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-104,confirmatory_final,128,A_full_nonlinear,delay_increase,high,2.0,300.0,sustainable,after,both,1,OOD,129.36694265964942,147.49488250923883,,0.35,0.0,0.01,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-105,confirmatory_final,134,A_full_nonlinear,delay_increase,high,2.0,300.0,sustainable,before,area0,1,known,112.74710225234823,91.57352405335972,194.7471022523482,0.35,0.0,0.0,0.002,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-106,confirmatory_final,140,A_full_nonlinear,delay_increase,high,2.0,300.0,infeasible,simultaneous,area1,1,OOD,131.5871047329453,131.5871047329453,,0.5,0.0002,0.02,0.002,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-107,confirmatory_final,146,A_full_nonlinear,delay_increase,high,2.0,300.0,sustainable,before,area1,1,known,108.03029461352364,90.98526223236702,,0.65,0.0001,0.01,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-108,confirmatory_final,152,A_full_nonlinear,delay_increase,high,2.0,300.0,bridge,simultaneous,area1,1,OOD,124.02944143724099,124.02944143724099,,0.65,0.0001,0.0,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-109,confirmatory_final,158,A_full_nonlinear,delay_increase,high,2.0,300.0,infeasible,before,area0,-1,known,112.34162490907593,100.6897898503835,,0.5,0.0,0.01,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-110,confirmatory_final,105,A_full_nonlinear,delay_increase,high,4.0,300.0,sustainable,before,area0,1,OOD,118.21018577057443,96.8440678621055,,0.65,0.0,0.02,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-111,confirmatory_final,111,A_full_nonlinear,delay_increase,high,4.0,300.0,sustainable,simultaneous,area0,-1,known,121.26512474840025,121.26512474840025,,0.5,0.0,0.01,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-112,confirmatory_final,117,A_full_nonlinear,delay_increase,high,4.0,300.0,bridge,simultaneous,area0,1,known,109.33082206691866,109.33082206691866,191.33082206691864,0.35,0.0002,0.02,0.002,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-113,confirmatory_final,123,A_full_nonlinear,delay_increase,high,4.0,300.0,sustainable,after,both,1,OOD,121.9093226675345,143.90094655255726,,0.5,0.0,0.0,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-114,confirmatory_final,129,A_full_nonlinear,delay_increase,high,4.0,300.0,bridge,before,area1,1,known,115.24136881535227,93.39552008957521,,0.5,0.0,0.0,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-115,confirmatory_final,135,A_full_nonlinear,delay_increase,high,4.0,300.0,sustainable,before,area1,1,OOD,131.23444542595084,117.03893830765986,,0.35,0.0001,0.0,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-116,confirmatory_final,141,A_full_nonlinear,delay_increase,high,4.0,300.0,bridge,after,area1,-1,OOD,123.22046299017615,136.52407273641649,205.22046299017615,0.5,0.0001,0.01,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-117,confirmatory_final,147,A_full_nonlinear,delay_increase,high,4.0,300.0,infeasible,before,area0,-1,OOD,133.81063148342884,123.64669376554838,,0.65,0.0001,0.02,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-118,confirmatory_final,153,A_full_nonlinear,delay_increase,high,4.0,300.0,infeasible,after,both,1,known,127.20803976212889,137.26340475739528,,0.65,0.0002,0.01,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_primary,C2-F-A-119,confirmatory_final,159,A_full_nonlinear,delay_increase,high,4.0,300.0,sustainable,simultaneous,both,1,known,105.763119208841,105.763119208841,,0.35,0.0002,0.0,0.002,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_supplemental,C2-F-A-000,confirmatory_final,100,A_full_nonlinear,power_drop,low,2.0,300.0,sustainable,before,area1,1,known,104.9589630116126,92.63621663040625,186.95896301161258,0.35,0.0001,0.02,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_supplemental,C2-F-A-001,confirmatory_final,106,A_full_nonlinear,power_drop,low,2.0,300.0,infeasible,after,area0,-1,known,134.30629020782658,155.918726472994,,0.65,0.0,0.0,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_supplemental,C2-F-A-010,confirmatory_final,101,A_full_nonlinear,power_drop,low,4.0,300.0,sustainable,before,area0,1,known,133.1078261435186,114.87839455694794,,0.5,0.0,0.02,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_supplemental,C2-F-A-011,confirmatory_final,107,A_full_nonlinear,power_drop,low,4.0,300.0,bridge,after,area0,1,OOD,132.87875964317362,148.0753923885905,,0.5,0.0002,0.0,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_supplemental,C2-F-A-020,confirmatory_final,102,A_full_nonlinear,power_drop,high,2.0,300.0,bridge,after,area0,1,known,129.7832753421416,141.63763815259264,211.7832753421416,0.65,0.0001,0.02,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_supplemental,C2-F-A-021,confirmatory_final,108,A_full_nonlinear,power_drop,high,2.0,300.0,bridge,after,area1,-1,known,122.74961717028509,142.76179947747758,204.7496171702851,0.5,0.0,0.01,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_supplemental,C2-F-A-030,confirmatory_final,103,A_full_nonlinear,power_drop,high,4.0,300.0,sustainable,after,area0,1,known,132.1170999989288,149.92027428725459,,0.5,0.0,0.0,0.002,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_supplemental,C2-F-A-031,confirmatory_final,109,A_full_nonlinear,power_drop,high,4.0,300.0,infeasible,before,area1,1,OOD,105.37119813990637,92.98464872446652,,0.35,0.0001,0.01,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_supplemental,C2-F-A-040,confirmatory_final,104,A_full_nonlinear,ramp_drop,low,2.0,300.0,sustainable,before,both,1,known,119.29900354490465,100.4490414810582,,0.65,0.0002,0.02,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_supplemental,C2-F-A-041,confirmatory_final,110,A_full_nonlinear,ramp_drop,low,2.0,300.0,bridge,after,area1,-1,known,132.1153755746882,148.4603591810796,214.1153755746882,0.5,0.0001,0.0,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_supplemental,C2-F-A-050,confirmatory_final,105,A_full_nonlinear,ramp_drop,low,4.0,300.0,sustainable,before,both,1,known,131.56280425144746,113.24963421274096,,0.35,0.0,0.01,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_supplemental,C2-F-A-051,confirmatory_final,111,A_full_nonlinear,ramp_drop,low,4.0,300.0,bridge,before,area1,-1,known,119.37497547913114,103.31302087827348,,0.65,0.0002,0.0,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_supplemental,C2-F-A-060,confirmatory_final,100,A_full_nonlinear,ramp_drop,high,2.0,300.0,sustainable,after,area1,-1,OOD,134.76994425522284,144.998761544348,,0.65,0.0,0.02,0.002,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_supplemental,C2-F-A-061,confirmatory_final,106,A_full_nonlinear,ramp_drop,high,2.0,300.0,sustainable,simultaneous,both,-1,OOD,129.830159783885,129.830159783885,211.830159783885,0.5,0.0,0.01,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_supplemental,C2-F-A-070,confirmatory_final,101,A_full_nonlinear,ramp_drop,high,4.0,300.0,bridge,before,both,1,OOD,112.70632510636146,93.83141319846658,,0.65,0.0,0.0,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_supplemental,C2-F-A-071,confirmatory_final,107,A_full_nonlinear,ramp_drop,high,4.0,300.0,sustainable,after,both,-1,known,133.39142335278683,145.7570725701105,215.39142335278683,0.5,0.0001,0.01,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_supplemental,C2-F-A-080,confirmatory_final,102,A_full_nonlinear,delay_increase,low,2.0,300.0,infeasible,after,area1,1,OOD,113.60405566965106,129.2261367300444,,0.35,0.0,0.01,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_supplemental,C2-F-A-081,confirmatory_final,108,A_full_nonlinear,delay_increase,low,2.0,300.0,infeasible,simultaneous,area1,-1,known,127.0911062928252,127.0911062928252,,0.65,0.0001,0.02,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_supplemental,C2-F-A-090,confirmatory_final,103,A_full_nonlinear,delay_increase,low,4.0,300.0,bridge,before,area1,1,known,130.28897412510705,111.96395066755775,,0.5,0.0002,0.01,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_supplemental,C2-F-A-091,confirmatory_final,109,A_full_nonlinear,delay_increase,low,4.0,300.0,sustainable,after,area0,1,known,112.80958385418295,127.80329696875518,,0.65,0.0002,0.0,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_supplemental,C2-F-A-100,confirmatory_final,104,A_full_nonlinear,delay_increase,high,2.0,300.0,bridge,before,both,1,known,129.94012905868152,113.67152853654335,,0.65,0.0002,0.02,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_supplemental,C2-F-A-101,confirmatory_final,110,A_full_nonlinear,delay_increase,high,2.0,300.0,bridge,after,area0,1,known,105.28327789361641,118.21600154992768,,0.35,0.0,0.0,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_supplemental,C2-F-A-110,confirmatory_final,105,A_full_nonlinear,delay_increase,high,4.0,300.0,sustainable,before,area0,1,OOD,118.21018577057443,96.8440678621055,,0.65,0.0,0.02,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_a_supplemental,C2-F-A-111,confirmatory_final,111,A_full_nonlinear,delay_increase,high,4.0,300.0,sustainable,simultaneous,area0,-1,known,121.26512474840025,121.26512474840025,,0.5,0.0,0.01,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,,
plant_b,C2-F-B-000,confirmatory_final,100,B_native_ANDES_Kundur,power_drop,base,2.0,300.0,sustainable,before,area0,-1,known,121.1861107473978,107.1861107473978,,0.4,0.00015,0.01,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,base,
plant_b,C2-F-B-001,confirmatory_final,101,B_native_ANDES_Kundur,power_drop,stressed,4.0,300.0,sustainable,after,area1,1,known,116.6028913101769,130.60289131017691,,0.6,0.00015,0.0,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,stressed,
plant_b,C2-F-B-002,confirmatory_final,102,B_native_ANDES_Kundur,power_drop,stressed,4.0,300.0,sustainable,simultaneous,area0,1,known,120.70175737995406,120.70175737995406,,0.4,0.00015,0.0,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,stressed,
plant_b,C2-F-B-003,confirmatory_final,103,B_native_ANDES_Kundur,power_drop,base,2.0,300.0,sustainable,before,both,1,OOD,100.86355184356641,86.86355184356641,,0.6,0.0,0.0,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,base,
plant_b,C2-F-B-004,confirmatory_final,104,B_native_ANDES_Kundur,power_drop,base,2.0,300.0,sustainable,after,area1,-1,OOD,115.36041698165471,129.3604169816547,,0.5,0.0,0.01,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,base,
plant_b,C2-F-B-005,confirmatory_final,105,B_native_ANDES_Kundur,power_drop,base,4.0,300.0,sustainable,simultaneous,area1,-1,OOD,119.50078194434975,119.50078194434975,,0.4,0.0,0.01,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,base,
plant_b,C2-F-B-006,confirmatory_final,106,B_native_ANDES_Kundur,power_drop,stressed,2.0,300.0,sustainable,before,area0,1,known,115.25430543810042,101.25430543810042,,0.5,0.00015,0.0,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,stressed,
plant_b,C2-F-B-007,confirmatory_final,107,B_native_ANDES_Kundur,power_drop,stressed,4.0,300.0,sustainable,after,both,1,OOD,128.78242865273205,142.78242865273205,,0.4,0.0,0.01,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,stressed,
plant_b,C2-F-B-008,confirmatory_final,108,B_native_ANDES_Kundur,ramp_drop,stressed,2.0,300.0,sustainable,before,both,-1,OOD,109.23342849000251,95.23342849000251,,0.4,0.0,0.0,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,stressed,
plant_b,C2-F-B-009,confirmatory_final,109,B_native_ANDES_Kundur,ramp_drop,base,2.0,300.0,sustainable,after,both,1,OOD,111.93209596499184,125.93209596499184,,0.6,0.0,0.0,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,base,
plant_b,C2-F-B-010,confirmatory_final,110,B_native_ANDES_Kundur,ramp_drop,base,4.0,300.0,sustainable,simultaneous,area0,1,OOD,127.80883252393679,127.80883252393679,,0.6,0.00015,0.01,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,base,
plant_b,C2-F-B-011,confirmatory_final,111,B_native_ANDES_Kundur,ramp_drop,base,2.0,300.0,sustainable,before,area1,1,known,124.60951659168862,110.60951659168862,,0.5,0.00015,0.0,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,base,
plant_b,C2-F-B-012,confirmatory_final,112,B_native_ANDES_Kundur,ramp_drop,stressed,4.0,300.0,sustainable,after,area0,1,known,123.45227146508796,137.45227146508796,,0.6,0.0,0.01,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,stressed,
plant_b,C2-F-B-013,confirmatory_final,113,B_native_ANDES_Kundur,ramp_drop,base,2.0,300.0,sustainable,simultaneous,area1,-1,known,125.03618993119474,125.03618993119474,,0.5,0.00015,0.01,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,base,
plant_b,C2-F-B-014,confirmatory_final,114,B_native_ANDES_Kundur,ramp_drop,stressed,4.0,300.0,sustainable,before,area0,1,known,100.80257104878524,86.80257104878524,,0.6,0.0,0.0,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,stressed,
plant_b,C2-F-B-015,confirmatory_final,115,B_native_ANDES_Kundur,ramp_drop,stressed,4.0,300.0,sustainable,after,area1,-1,OOD,115.2991253005285,129.2991253005285,,0.4,0.00015,0.01,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,stressed,
plant_b,C2-F-B-016,confirmatory_final,116,B_native_ANDES_Kundur,delay_increase,base,2.0,300.0,sustainable,before,both,1,known,125.6573336774043,111.6573336774043,,0.4,0.0,0.0,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,base,
plant_b,C2-F-B-017,confirmatory_final,117,B_native_ANDES_Kundur,delay_increase,stressed,2.0,300.0,sustainable,after,both,1,known,104.24688898718904,118.24688898718904,,0.4,0.0,0.01,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,stressed,
plant_b,C2-F-B-018,confirmatory_final,118,B_native_ANDES_Kundur,delay_increase,base,4.0,300.0,sustainable,simultaneous,area0,-1,OOD,124.43097001393747,124.43097001393747,,0.5,0.00015,0.01,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,base,
plant_b,C2-F-B-019,confirmatory_final,119,B_native_ANDES_Kundur,delay_increase,stressed,4.0,300.0,sustainable,before,area1,-1,OOD,108.08386672536696,94.08386672536696,,0.4,0.00015,0.01,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,stressed,
plant_b,C2-F-B-020,confirmatory_final,120,B_native_ANDES_Kundur,delay_increase,stressed,2.0,300.0,sustainable,after,area1,-1,known,122.73437367378324,136.73437367378324,,0.6,0.00015,0.01,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,stressed,
plant_b,C2-F-B-021,confirmatory_final,121,B_native_ANDES_Kundur,delay_increase,base,2.0,300.0,sustainable,simultaneous,area0,1,known,123.10241489936091,123.10241489936091,,0.6,0.0,0.0,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,base,
plant_b,C2-F-B-022,confirmatory_final,122,B_native_ANDES_Kundur,delay_increase,stressed,4.0,300.0,sustainable,before,area1,1,OOD,105.05297231192596,91.05297231192596,,0.4,0.0,0.0,0.001,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,stressed,
plant_b,C2-F-B-023,confirmatory_final,123,B_native_ANDES_Kundur,delay_increase,base,4.0,300.0,sustainable,after,area0,1,OOD,123.52353661564962,137.52353661564962,,0.6,0.00015,0.0,0.0,60.0,LOCKED_CONFIRMATORY_INDEPENDENT_PER_FACTOR_PERMUTATIONS,False,base,
normal,C2-N-00,confirmatory_registered_normal_profile,40,A_full_nonlinear,power_drop,low,4.0,3600.0,normal_profile,independent_profile,both,1,known,1100.0,0.0,2400.0,0.5,0.0001,0.01,0.001,60.0,REGISTERED_SYNTHETIC_PROFILE_FACTORS,False,,SYNTHETIC_AR2_MULTI_SINE_REGISTERED_NOT_PUBLIC_MEASURED
normal,C2-N-01,confirmatory_registered_normal_profile,41,A_full_nonlinear,ramp_drop,low,4.0,3600.0,normal_profile,independent_profile,both,1,known,1200.0,0.0,2440.0,0.5,0.0001,0.01,0.001,60.0,REGISTERED_SYNTHETIC_PROFILE_FACTORS,False,,SYNTHETIC_AR2_MULTI_SINE_REGISTERED_NOT_PUBLIC_MEASURED
normal,C2-N-02,confirmatory_registered_normal_profile,42,A_full_nonlinear,delay_increase,low,4.0,3600.0,normal_profile,independent_profile,both,1,known,1300.0,0.0,2480.0,0.5,0.0001,0.01,0.001,60.0,REGISTERED_SYNTHETIC_PROFILE_FACTORS,False,,SYNTHETIC_AR2_MULTI_SINE_REGISTERED_NOT_PUBLIC_MEASURED
normal,C2-N-03,confirmatory_registered_normal_profile,43,A_full_nonlinear,power_drop,low,4.0,3600.0,normal_profile,independent_profile,both,1,OOD,1400.0,0.0,2520.0,0.5,0.0001,0.01,0.001,60.0,REGISTERED_SYNTHETIC_PROFILE_FACTORS,False,,SYNTHETIC_AR2_MULTI_SINE_REGISTERED_NOT_PUBLIC_MEASURED
normal,C2-N-04,confirmatory_registered_normal_profile,44,A_full_nonlinear,ramp_drop,low,4.0,3600.0,normal_profile,independent_profile,both,1,OOD,1500.0,0.0,2560.0,0.5,0.0001,0.01,0.001,60.0,REGISTERED_SYNTHETIC_PROFILE_FACTORS,False,,SYNTHETIC_AR2_MULTI_SINE_REGISTERED_NOT_PUBLIC_MEASURED
normal,C2-N-05,confirmatory_registered_normal_profile,45,A_full_nonlinear,delay_increase,low,4.0,3600.0,normal_profile,independent_profile,both,1,OOD,1600.0,0.0,2600.0,0.5,0.0001,0.01,0.001,60.0,REGISTERED_SYNTHETIC_PROFILE_FACTORS,False,,SYNTHETIC_AR2_MULTI_SINE_REGISTERED_NOT_PUBLIC_MEASURED
